filename,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,H00,H01,H02,H10,H11,H12,H20,H21,H22,out_w,out_h
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5837.HEIC,1650,2167,2127,2317,2067,2608,1600,2445,0.6075987973393192,-0.06651444634362322,1650.0,0.04585868050550189,0.7843732366811509,2167.0,-8.810587807272253e-05,3.655347103523548e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5838.HEIC,1800,3069,2242,3226,2197,3465,1762,3280,0.2882600112803158,-0.07879851277941045,1800.0,-0.38354290972778815,0.5576594086739691,3069.0,-0.00020000296850417076,9.194941668893046e-06,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5839.HEIC,1748,2621,2014,2791,1947,3029,1686,2826,0.016518575258521642,-0.2118353385543919,1748.0,-0.3081463040980467,0.41723507309922214,2621.0,-0.00021192391165581514,-3.371016521612805e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5840.HEIC,1601,3235,1870,3467,1823,3661,1560,3405,0.06041821296031974,-0.10027333713959463,1601.0,-0.3325321153297174,0.42986011989723094,3235.0,-0.00020744124084118374,1.427347987439343e-06,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5842.HEIC,2021,2745,2589,2709,2593,3004,2031,3048,1.0704233397201837,0.07817170384295578,2021.0,0.06949278767940423,0.8372968258558982,2745.0,4.780095521572692e-05,2.6180060976344552e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5843.HEIC,1823,3376,2364,3269,2387,3537,1847,3658,1.1068363242329535,0.05830955980556328,1823.0,0.10538054593239911,0.7016520680935304,3376.0,8.678919524800625e-05,-9.152356223263255e-07,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5844.HEIC,2178,3114,2561,3003,2602,3252,2231,3394,1.2122922712939108,0.23002006089551025,2178.0,0.48801784095884965,0.8483563812995795,3114.0,0.0002241151651544621,4.371136750134928e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5845.HEIC,2055,3673,2420,3476,2460,3680,2103,3909,1.2604515294921208,0.1425720837195687,2055.0,0.6083455302401978,0.6319563838610528,3673.0,0.0002694703289912345,1.0733278040688877e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5846.HEIC,2225,3134,2454,3036,2500,3251,2279,3392,1.1868515706499263,0.10777911520157035,2225.0,0.8328122935995014,0.6044851947186164,3134.0,0.0003281112078171392,-1.1944223255124905e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5851.HEIC,1985,3010,2182,2979,2191,3085,1996,3116,0.33909629735707353,0.07799787579359396,1985.0,-0.03697240918420927,0.34383335720082103,3010.0,4.932614126370391e-06,2.529953697073846e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5852.HEIC,1638,2945,1861,2930,1865,3041,1643,3058,0.4295326453527587,0.029621509510319707,1638.0,0.06610549035478214,0.31436705787130714,2945.0,3.1094024011871034e-05,1.0420882233913394e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5854.HEIC,1622,3347,1903,3378,1893,3533,1616,3495,0.3152234406864443,0.03629862634191389,1622.0,-0.22011747277694407,0.48094597714417636,3347.0,-8.045711647235369e-05,3.174419946900612e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5857.HEIC,623,2117,976,2144,941,2438,588,2406,0.5609642968357769,-0.0899522888028827,623.0,-0.01512214574873056,0.7124656345922861,2117.0,-2.8042045591758657e-05,-4.1705591885760045e-06,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5860.HEIC,1987,2436,2225,2287,2272,2458,2046,2641,1.1721303645381362,0.1966504222490317,1987.0,0.5487387911754538,0.5759439223654412,2436.0,0.00034852301027931223,2.4022689271276487e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5861.HEIC,2015,2699,2281,2618,2313,2772,2051,2862,0.6823665988094136,0.12890580179513278,2015.0,0.1393485703710558,0.46178981215878595,2699.0,0.00010479318959933376,1.8969186638289995e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5862.HEIC,2141,3382,2402,3275,2438,3421,2177,3541,0.7551647574600481,0.029963937208315645,2141.0,0.2581943855183142,0.299848324140857,3382.0,0.00013329090651958704,-2.7577428935086977e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5863.HEIC,2457,2681,2663,2654,2676,2763,2471,2790,0.3486133386206086,0.06466811332393373,2457.0,-0.03973783926683116,0.30599819351427565,2681.0,1.982728234050053e-06,1.2006520972858654e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5865.HEIC,1402,3097,2033,3226,2010,3535,1392,3396,0.9122828712550023,0.04287612214731226,1402.0,-0.006176647318263203,0.9130943324800808,3097.0,-6.85606470298398e-05,4.876158200237949e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5866.HEIC,1620,4701,2199,4810,2180,5058,1616,4946,0.8779691549295774,0.0942149295774648,1620.0,-0.00870093896713615,0.9314647535211268,4701.0,-3.9577464788732395e-05,6.448943661971831e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5867.HEIC,1223,4068,1760,4293,1739,4584,1218,4347,0.7068476511610086,0.07313989577745421,1223.0,-0.08394206452601727,1.0031458349298796,4068.0,-0.00010690474365851788,7.03119012951184e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5868.HEIC,2279,3511,3062,3071,3001,3401,2269,3836,1.744666317870015,0.41094029763980927,2279.0,-0.2923747238693175,1.5495061620741775,3511.0,0.0001435879548889664,0.00019212882222997325,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5869.HEIC,1779,3437,2795,3427,2765,3675,1827,3692,1.8517191552426826,0.504780301920608,1779.0,0.17753305128801655,1.4150636971488149,3437.0,5.6667557033756406e-05,0.00021060771862102241,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5870.HEIC,1554,2884,1805,3034,1776,3256,1531,3093,0.20648747399225265,0.004330987702352959,1554.0,-0.10608882949630957,0.6474139418441396,2884.0,-0.00011736612705877046,4.038601417527953e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5871.HEIC,1528,2773,2118,2773,2120,3058,1538,3055,0.9456633145227417,0.07799323542179133,1528.0,-0.04931962330584093,0.8102628961076545,2773.0,-1.7785655717937586e-05,3.44559398061062e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5872.HEIC,1896,4075,2458,4071,2465,4338,1910,4340,0.9063699260228926,0.09567061856017922,1896.0,-0.056844872997343664,0.8003588924351717,4075.0,-1.2325769179729058e-05,3.176472175925614e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5873.HEIC,2275,3042,2454,2876,2475,3078,2299,3267,0.7759363798149507,0.07788776852812429,2275.0,0.28306697705017586,0.5879194605399661,3042.0,0.00019462226832991743,7.78067356595228e-06,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5875.HEIC,2223,3112,2738,3117,2737,3375,2219,3368,0.8236775257947939,-0.04220971036505526,2223.0,-0.03111960753504775,0.5911120754801685,3112.0,-1.2657343878210164e-05,-1.4515417018952347e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5876.HEIC,1638,2788,2023,2844,1992,3076,1609,3006,0.4378687407993321,-0.07117427987607935,1638.0,-0.19317250016478812,0.5474767648803639,2788.0,-0.00010074044778414959,8.239404126293595e-07,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5877.HEIC,2206,2760,2603,2700,2624,2926,2236,3000,0.9581095597737985,0.18399128213173166,2206.0,0.20748974698012146,0.7462315949889066,2760.0,0.00011388509147411906,4.874386499630218e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5878.HEIC,2261,2235,2664,2193,2685,2428,2289,2482,0.9134782470221032,0.15462792216064716,2261.0,0.12905885725205427,0.7092634350383251,2235.0,9.077011274603478e-05,3.69715693143937e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5879.HEIC,1767,2027,2295,2010,2306,2276,1787,2302,1.0156196689316177,0.12411386800636114,1767.0,0.09044467736494625,0.7829729290154691,2027.0,5.909353766083562e-05,4.1473904872054355e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5880.HEIC,1722,2391,2192,2472,2152,2755,1687,2657,0.5570134917413817,-0.06462531823045418,1722.0,-0.12022931040844187,0.7010272848024205,2391.0,-0.00010324810291603635,1.3559384569973805e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5882.HEIC,1909,2773,2369,2765,2376,2999,1909,3010,0.8144705469952601,-0.0724025193178181,1909.0,0.04246140246597473,0.4783399250148599,2773.0,2.0178927956350113e-05,-3.792693521101001e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5883.HEIC,2253,2699,2622,2634,2650,2856,2286,2934,0.884702380952381,0.1338710960092539,2253.0,0.16260338345864664,0.6534329814921921,2699.0,0.00010286131996658313,2.2472045498361288e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5884.HEIC,1730,2154,2118,2220,2081,2475,1700,2391,0.38451233256535305,-0.027567248137398626,1730.0,-0.1647793303611502,0.6592127704138118,2154.0,-0.00012377447313565324,2.7901618742706687e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5885.HEIC,1479,2434,1853,2536,1815,2771,1444,2653,0.41142290923503766,-0.08368006087117784,1479.0,-0.12001879952146671,0.5545182122636878,2434.0,-0.00011436072536335438,2.6453872083256053e-06,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5886.HEIC,1791,2843,2336,2843,2340,3110,1801,3107,0.8640973655499267,0.0755002397481602,1791.0,-0.05383683921584979,0.7471206245960765,2843.0,-1.8936630044266545e-05,2.8040110909583674e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5887.HEIC,2733,2948,3173,2807,3207,3064,2778,3232,1.3458250765317123,0.2268276419609365,2733.0,0.30684189195015743,0.8430118570258268,2948.0,0.00019303238045962145,4.115465873323848e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5888.HEIC,2503,2610,2883,2503,2917,2758,2545,2884,1.0247355361897847,0.19445901920438957,2503.0,0.16147926248688776,0.786375171467764,2610.0,0.00013576212377955298,3.515089163237311e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5889.HEIC,1406,2079,1578,2011,1613,2160,1443,2253,0.6948066001982391,0.01968112646492914,1406.0,0.40679937029910795,0.3213056673080286,2079.0,0.00025864381085650984,-5.046352982333393e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5890.HEIC,1228,2083,1606,2083,1605,2277,1227,2273,0.5748140067633905,-0.0026673120977419003,1228.0,-0.07157685175084542,0.47469005672521,2083.0,-3.436238682229737e-05,-1.363586778662594e-07,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5891.HEIC,1211,1941,1368,2009,1332,2178,1179,2089,-0.018341591824094148,-0.08811396717249922,1211.0,-0.2978776252251012,0.35562334400055057,1941.0,-0.0002046843994815503,-6.8820756340112105e-06,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5892.HEIC,1119,2287,1392,2306,1388,2454,1117,2428,0.3425539639908485,0.013611111111111109,1119.0,-0.15461247057263172,0.3929545906694518,2287.0,-8.078019828243642e-05,1.6661693026957126e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5893.HEIC,1446,2355,1716,2337,1720,2477,1450,2499,0.5315244932432432,0.008469172297297297,1446.0,0.08102723817567568,0.3573616976351351,2355.0,4.750844594594595e-05,-1.0557432432432433e-06,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5894.HEIC,1359,2336,1576,2293,1587,2420,1371,2469,0.4879712916949698,0.03747479532372815,1359.0,0.11210015134722869,0.34596117407314714,2336.0,8.014252857125833e-05,5.45207536376962e-06,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5895.HEIC,1758,3431,2326,3438,2330,3732,1749,3726,0.9616249390089192,-0.12045178289127,1758.0,0.03377609930323789,0.5288274196381522,3431.0,6.4308995452505024e-06,-5.600444990924528e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5896.HEIC,1999,2894,2282,2973,2234,3201,1956,3091,-0.03615344285214962,-0.1322832925550507,1999.0,-0.5299236863567518,0.45333580915763716,2894.0,-0.00022253291389956893,-1.2670394966794832e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5897.HEIC,2094,2972,2411,2894,2444,3114,2131,3216,0.9689669001929129,0.09899101431617424,2094.0,0.3989064879683216,0.6197959183673469,2972.0,0.00018275967103259213,3.04599451720987e-06,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5898.HEIC,2472,2947,2830,2854,2865,3090,2513,3211,1.168347822435009,0.13387400208459801,2472.0,0.42152933518121877,0.7000883090702922,2947.0,0.00020200747553651675,1.248468049526384e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5899.HEIC,1345,2735,2950,2965,3011,3474,1600,3209,1.969086302562744,1.2122926738591007,1345.0,-0.3261697557858071,2.337818556508659,2735.0,-0.0002392927787922902,0.000359245421161938,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5901.HEIC,2265,2919,2843,2502,2824,2879,2282,3317,1.619649018087328,0.4491309970818113,2265.0,-0.11740526090239373,1.5860582897985838,2919.0,0.00023085321306858764,0.00017819062098238883,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5902.HEIC,2285,2381,2762,2063,2729,2395,2282,2718,1.193524447348361,0.4118482522051617,2285.0,-0.23233311553958402,1.341969127736034,2381.0,0.00014428835892409887,0.00018376347598823912,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5903.HEIC,2382,2672,2945,2832,2854,3234,2315,3018,0.20378843783233339,-0.056027676931799913,2382.0,-0.43969365389660386,1.0103233136154766,2672.0,-0.0002494210171480475,4.815219139015123e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5904.HEIC,1977,2904,2432,2885,2446,3120,1985,3138,0.7370937128753903,-0.04379815263337232,1977.0,-0.05686251577076445,0.48414428062291065,2904.0,-8.733396569877916e-06,-3.214012727122031e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5906.HEIC,1506,1996,1832,1856,1870,2075,1558,2261,1.2300053053212372,0.19808862539126743,1506.0,0.46233434134436846,0.7613115417263515,1996.0,0.00037482094540824447,4.370258369144252e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5907.HEIC,1194,2093,1379,2172,1341,2368,1158,2259,-0.019556860784803794,-0.14412296925768558,1194.0,-0.3847782221111389,0.3094181454636341,2093.0,-0.0002377738898608681,-4.6738315421144714e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5908.HEIC,1436,1883,1528,1906,1507,2003,1411,1977,0.10579968891593967,-0.22388187259078923,1436.0,-0.020959288564279432,0.008882379793061453,1883.0,-3.110840603232569e-05,-0.00011437411239602355,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5909.HEIC,1203,1970,1447,1991,1434,2125,1186,2104,0.412712928418644,-0.08993292045963289,1203.0,0.04331935532010148,0.25085255931950456,1970.0,4.1784808237576476e-06,-3.9994030741680344e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5910.HEIC,1407,2104,1698,2083,1714,2240,1420,2270,0.6400984175993825,-0.014312684935031518,1407.0,0.1552650199408208,0.3401656374630129,2104.0,9.134182426347614e-05,-3.2966679531712335e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5911.HEIC,1394,1715,1793,1575,1831,1819,1455,2000,1.258260918794319,0.30202470037111395,1394.0,0.2877965869684249,0.9180322341870983,1715.0,0.0003308761398741322,0.0001027661170935491,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5912.HEIC,1223,1593,2078,1541,2058,1955,1251,2018,1.5488354094183958,0.258793737493916,1223.0,0.005167003166705719,1.3670449738311128,1593.0,5.9593556024252035e-05,0.00015091425858826217,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5914.HEIC,2281,2823,2621,2803,2633,2972,2296,2998,0.7268605023429087,0.08110254955033616,2281.0,0.13798422538490643,0.4944339910940365,2823.0,6.11193573736139e-05,1.8990657469658607e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5915.HEIC,1269,1991,1545,1983,1548,2127,1271,2135,0.4594838645019042,-0.006464221286831028,1269.0,-0.013995790739627178,0.3407426337943476,1991.0,-3.3406828355715905e-07,-9.019843656043295e-06,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_5917.HEIC,1640,2296,2028,2482,1964,2848,1573,2608,0.21167291406358463,-0.28051228654727195,1640.0,-0.2223740108288213,0.592628071636818,2296.0,-0.00021449396084964598,-7.184506455643481e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_7095.HEIC,2218,1618,2444,1486,2441,1662,2227,1803,0.7723950305666694,0.34227880561746465,2218.0,0.020610617330361687,0.7213959077360974,1618.0,0.0001619183158346983,0.00014359174028624367,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_7096.HEIC,709,2674,1428,2656,1365,2954,667,3001,1.44474515914548,-0.039249218456616435,709.0,0.4283121914265138,1.1133292285032896,2674.0,0.00017255730098889827,9.85768838731388e-05,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_7097.HEIC,1008,2155,1438,2494,1390,2797,994,2430,0.30621459647490873,0.12677313159501177,1008.0,-0.14686888947026733,1.0829815993721112,2155.0,-0.0002854325940137399,0.00016274962937123922,1.0,600,400
/Users/NikhilKalidasu/Documents/Adversarial Plate/mycar/IMG_7098.HEIC,972,2073,1141,2263,1127,2496,963,2279,0.027511797979797966,0.023432181818181817,972.0,-0.1874108686868687,0.6237013939393939,2073.0,-0.00022274747474747476,4.769696969696969e-05,1.0,600,400
